F1,R,P
0.7913625,0.79063606,0.7920903
0.7826547,0.7831828,0.7821273
0.76204264,0.75510025,0.76911384
0.7860594,0.7919823,0.78022444
0.7751666,0.7783464,0.77201265
0.7682043,0.7679901,0.76841855
0.79543644,0.8154142,0.7764143
0.7843775,0.78752786,0.78125215
0.7794139,0.7875228,0.7714702
0.7844942,0.79259163,0.77656054
0.7967969,0.8033997,0.7903018
0.78878355,0.79510313,0.7825636
0.76993865,0.77170193,0.76818347
0.79845273,0.8113321,0.78597593
0.78241235,0.79140425,0.7736224
0.79360294,0.7912079,0.7960125
0.82262826,0.83939916,0.80651426
0.8181721,0.85503525,0.7843562
0.7738586,0.77304405,0.7746749
0.81275994,0.8172094,0.80835855
0.791302,0.8024899,0.7804218
0.78221345,0.79876304,0.7663357
0.7754892,0.7813412,0.76972425
0.751838,0.7453975,0.7583909
0.7654966,0.7615982,0.76943517
0.79167163,0.7957898,0.78759575
0.7995861,0.8058414,0.7934271
0.7806445,0.7869549,0.77443457
0.81095874,0.81997144,0.802142
0.7871203,0.7915775,0.7827128
0.77016807,0.7742139,0.76616424
0.8086318,0.818896,0.7986217
0.7890589,0.80609816,0.77272516
0.7940899,0.8104094,0.77841467
0.794273,0.79818165,0.7904025
0.78992397,0.7974212,0.7825663
0.8030081,0.8042537,0.8017663
0.80242074,0.8078622,0.79705215
0.78348005,0.792168,0.7749806
0.7945426,0.8101908,0.7794875
0.79405195,0.80069816,0.7875151
0.79703194,0.8037716,0.79040444
0.80697435,0.8259243,0.7888744
0.8005504,0.8149599,0.78664166
0.7949268,0.8033837,0.7866462
0.7612268,0.7650881,0.75740427
0.79198295,0.798648,0.7854282
0.7937581,0.80559385,0.78226507
0.7843223,0.7858423,0.7828082
0.7867484,0.7830041,0.7905287
0.81626743,0.8297577,0.8032088
0.75618005,0.7678023,0.74490446
0.77839977,0.7760803,0.7807331
0.7886442,0.7829535,0.7944182
0.7621299,0.7663229,0.7579826
0.7647605,0.7648815,0.7646395
0.7974784,0.8207426,0.77549654
0.7831264,0.7847396,0.7815199
0.78896385,0.79558283,0.782454
0.7525426,0.7540382,0.75105286
0.8201799,0.82643163,0.8140221
0.76773596,0.7664609,0.76901525
0.79082924,0.8069605,0.7753302
0.7844404,0.78312606,0.7857592
0.7733417,0.7616051,0.7854457
0.7543768,0.7397406,0.7696039
0.7900709,0.7952951,0.78491485
0.7884202,0.79203343,0.7848397
0.8046835,0.8310373,0.7799498
0.80677825,0.8278357,0.78676546
0.772989,0.770004,0.77599704
0.7768513,0.78100467,0.7727419
0.77592385,0.7698103,0.78213525
0.7652435,0.77701163,0.75382656
0.75161034,0.7351275,0.76884913
0.78177595,0.7790517,0.78451943
0.7862741,0.7919063,0.78072137
0.7837329,0.79041207,0.7771656
0.76951426,0.7645106,0.7745839
0.78781235,0.7888658,0.7867616
0.7874167,0.78691465,0.78791946
0.7800733,0.778841,0.78130955
0.77728426,0.77654254,0.7780274
0.80221546,0.8231427,0.78232586
0.77603674,0.7953659,0.7576247
0.7813298,0.7916908,0.7712364
0.81162214,0.81699646,0.8063181
0.78326,0.7877437,0.7788271
0.795031,0.7964473,0.7936198
0.7771759,0.7781765,0.77617776
0.7981323,0.80505604,0.79132676
0.7952998,0.79224455,0.79837865
0.7773668,0.79123807,0.7639736
0.8012914,0.8176729,0.78555346
0.8018872,0.817832,0.7865522
0.80735326,0.82284266,0.7924361
0.7792023,0.77756476,0.7808467
0.7796465,0.7924329,0.76726615
0.76429236,0.75293005,0.7760028
0.7598829,0.7751998,0.7451595
0.7934147,0.80408776,0.78302115
0.75794655,0.7530513,0.76290596
0.791462,0.79563975,0.787328
0.7876336,0.7930908,0.78225106
0.78869224,0.78913146,0.78825366
0.79165006,0.7888773,0.7944424
0.7696824,0.76201695,0.7775037
0.784127,0.79705983,0.7716072
0.79873234,0.8040931,0.7934426
0.800187,0.8103659,0.79026055
0.7888474,0.79579335,0.78202164
0.79713434,0.82223785,0.7735184
0.80691135,0.81963015,0.7945812
0.77737856,0.7776213,0.7771359
0.78054553,0.7791561,0.78194
0.79130375,0.8028191,0.7801141
0.77794117,0.79331994,0.76314735
0.7851186,0.7844698,0.7857684
0.7946008,0.8065695,0.782982
0.7751581,0.78668666,0.7639626
0.76866496,0.7667476,0.77059203
0.7340936,0.73782295,0.73040164
0.7882463,0.77608687,0.8007927
0.8010778,0.8116456,0.7907816
0.80704135,0.831524,0.78395915
0.76416445,0.76814926,0.76022077
0.79565835,0.8038254,0.78765565
0.80090415,0.81007504,0.7919386
0.7830292,0.78845036,0.777682
0.77914894,0.7762971,0.78202194
0.7811567,0.7859406,0.7764307
0.77940464,0.77628726,0.7825471
0.8141002,0.8159864,0.8122227
0.7456749,0.7336747,0.7580742
0.7887541,0.79380643,0.78376585
0.78823406,0.78007925,0.7965611
0.7589527,0.7533263,0.7646637
0.7851443,0.7972522,0.77339864
0.7578362,0.74654603,0.7694732
0.759998,0.749664,0.7706209
0.7678838,0.75479937,0.78142995
0.7986976,0.8028313,0.79460627
0.7861333,0.79779243,0.77481
0.7838608,0.78227115,0.7854569
0.7515015,0.74177104,0.7614905
0.7764895,0.77675754,0.77622163
0.76829416,0.76675594,0.7698385
0.80769,0.81417024,0.80131215
0.78152674,0.77976924,0.7832922
0.7981762,0.80131584,0.79506123
0.78610855,0.79839003,0.7741993
0.7755921,0.7708351,0.78040814
0.7878986,0.79937655,0.7767457
0.79965115,0.81373733,0.78604424
0.7528383,0.74803543,0.7577032
0.76048213,0.75187105,0.76929283
0.82364285,0.8340176,0.8135231
0.79536194,0.82086223,0.77139825
0.73818475,0.7174238,0.76018316
0.78833944,0.7939627,0.7827953
0.7957344,0.8018918,0.78967077
0.83423394,0.8781425,0.79450727
0.82147443,0.83389646,0.809417
0.80274767,0.81121385,0.79445636
0.79550004,0.8055171,0.78572905
0.7749373,0.7763146,0.7735648
0.7524468,0.7544749,0.75042963
0.78039485,0.8144655,0.7490603
0.7638058,0.7536114,0.7742798
0.79668677,0.80235326,0.79109967
0.8112042,0.8319758,0.7914446
0.81033874,0.8292706,0.792252
0.777918,0.77755356,0.7782827
0.80655086,0.82801765,0.78616905
0.77443814,0.77940464,0.7695346
0.8069051,0.83190507,0.7833638
0.82436633,0.8325283,0.81636286
0.80304307,0.82528895,0.78196496
0.78763753,0.7874334,0.78784186
0.79546005,0.7987975,0.7921502
0.8139127,0.8195593,0.8083433
0.7634594,0.7483123,0.7792323
0.8056039,0.81709456,0.794432
0.7976263,0.7985999,0.79665506
0.7953557,0.80055404,0.79022443
0.7708211,0.7570546,0.7850974
0.78680223,0.7922576,0.7814215
0.774159,0.78279084,0.7657154
0.81176615,0.829487,0.7947867
0.76152724,0.76280797,0.76025087
0.7833195,0.78443265,0.7822094
0.80423725,0.808099,0.80041236
0.8071734,0.82147956,0.793357
0.78049344,0.7838245,0.7771905
0.7864284,0.79932094,0.7739452
0.76614255,0.76598287,0.7663023
0.7521713,0.7497753,0.7545825
0.79045457,0.7949095,0.7860493
0.7658838,0.7674998,0.76427466
0.7745947,0.7829914,0.76637626
0.7938484,0.79939413,0.7883791
0.7933676,0.80114186,0.7857427
0.81289536,0.8178045,0.8080449
0.8092445,0.8411812,0.77964413
0.79139435,0.80649894,0.77684516
0.77878916,0.78453493,0.77312696
0.78922755,0.7960495,0.78252155
0.79772216,0.809874,0.7859296
0.7878746,0.80314094,0.7731778
0.79564065,0.8148985,0.777272
0.7926232,0.799336,0.78602225
0.7859758,0.79314,0.7789399
0.77047133,0.783228,0.75812364
0.76495403,0.75422,0.77599806
0.783449,0.79333085,0.77381027
0.7732362,0.76284796,0.78391135
0.786136,0.785266,0.7870078
0.7835631,0.78915584,0.77804893
0.7857945,0.7904923,0.78115225
0.7249959,0.7141387,0.7361883
0.79984725,0.82451904,0.77660894
0.77819765,0.78644603,0.77012044
0.8143503,0.8232312,0.80565894
0.7849046,0.79032093,0.7795621
0.8043755,0.81840503,0.790819
0.7937713,0.8243603,0.7653712
0.79255533,0.8058334,0.77970773
0.7741937,0.76852095,0.77995074
0.78269756,0.78157014,0.78382826
0.79092985,0.7980491,0.7839365
0.809174,0.8090489,0.80929923
0.79121655,0.78215665,0.80048877
0.78004533,0.794099,0.76648057
0.78541106,0.8005799,0.77080625
0.7833887,0.7790937,0.78773123
0.7875425,0.791652,0.7834755
0.78267074,0.798455,0.7674983
0.80887735,0.82475704,0.7935975
0.80273384,0.80787647,0.79765624
0.78253937,0.7942991,0.7711227
