F1,R,P
0.8230802,0.8251563,0.8210146
0.8304323,0.83732074,0.8236562
0.8062612,0.8113595,0.8012265
0.8281531,0.8268255,0.82948494
0.810598,0.81767577,0.80364174
0.826349,0.8298684,0.8228593
0.81077194,0.81798387,0.80368596
0.8106316,0.81479883,0.8065068
0.8160653,0.81399184,0.81814945
0.8300951,0.8377054,0.8226219
0.82245106,0.8184036,0.8265388
0.8332922,0.83433545,0.8322516
0.8111061,0.8140384,0.80819476
0.8155828,0.8241594,0.8071829
0.83755326,0.8442133,0.8309975
0.79579586,0.7986778,0.7929347
0.817033,0.8150555,0.81902015
0.82611454,0.83067286,0.821606
0.8328296,0.85009384,0.81625265
0.8094253,0.81510717,0.80382204
0.82332975,0.8313078,0.8155033
0.8182001,0.8270598,0.8095281
0.81227446,0.82232326,0.80246824
0.8166762,0.8284371,0.8052446
0.80608237,0.8105674,0.8016467
0.81459033,0.82051,0.8087554
0.82911026,0.83314973,0.8251097
0.80499643,0.8035868,0.80641115
0.8104798,0.8168855,0.8041738
0.81446904,0.81991726,0.8090928
0.8247813,0.8254025,0.8241609
0.82678235,0.8294322,0.8241493
0.8178394,0.82042813,0.81526697
0.8078497,0.8170105,0.79889196
0.81143826,0.8217889,0.80134505
0.8059999,0.8061372,0.80586255
0.7982335,0.800249,0.79622823
0.81837404,0.8175533,0.81919646
0.8119147,0.8206921,0.803323
0.80308723,0.8059468,0.8002478
0.81963223,0.82452685,0.81479526
0.8318186,0.84221584,0.8216748
0.82020473,0.8254452,0.81503034
0.8370702,0.858234,0.81692505
0.82339305,0.83177173,0.81518143
0.8198153,0.815936,0.82373154
0.803847,0.8119117,0.795941
0.8202601,0.82298917,0.8175491
0.80708516,0.8173369,0.7970875
0.81547016,0.8146357,0.8163063
0.81253815,0.8081537,0.81697035
0.8277975,0.8284285,0.82716745
0.80487025,0.7972345,0.81265366
0.81055486,0.81346714,0.8076633
0.81549007,0.82271117,0.80839455
0.7991193,0.81690896,0.7820878
0.80280614,0.81116414,0.7946186
0.80757743,0.819572,0.79592896
0.8159179,0.8191847,0.81267715
0.83258456,0.83663017,0.82857794
0.790387,0.79833937,0.7825915
0.8265664,0.83177483,0.8214228
0.8002822,0.80242354,0.7981523
0.82086766,0.8281487,0.81371355
0.8012714,0.79991776,0.80262953
0.8278264,0.82690954,0.82874525
0.8121293,0.8113732,0.81288683
0.82778126,0.8332623,0.82237184
0.82315546,0.8247951,0.8215222
0.8075987,0.8199413,0.7956223
0.81801045,0.8241788,0.81193376
0.820586,0.81967366,0.82150024
0.82798934,0.83323747,0.82280684
0.8143301,0.8140789,0.8145815
0.7991864,0.8001135,0.79826146
0.81683666,0.8135906,0.8201087
0.8235708,0.82916945,0.8180472
0.8190158,0.8244051,0.8136965
0.80575186,0.81050944,0.8010498
0.81151146,0.8105043,0.8125211
0.82332146,0.824508,0.8221384
0.82375675,0.82368904,0.8238245
0.80489653,0.79903543,0.8108441
0.82108283,0.82558763,0.8166271
0.8213767,0.83637214,0.80690944
0.80959064,0.8163328,0.8029588
0.812642,0.8072919,0.8180634
0.8318387,0.83284736,0.83083266
0.7980098,0.8003277,0.7957053
0.8130912,0.81770825,0.80852604
0.8261563,0.83178973,0.8205988
0.8296881,0.8323968,0.8269969
0.81744087,0.8198921,0.81500417
0.8192609,0.82034606,0.8181786
0.821403,0.82518166,0.8176589
0.82020044,0.8263886,0.8141042
0.8353665,0.85311973,0.8183371
0.81356233,0.82171154,0.8055731
0.8168665,0.82368606,0.8101589
0.80591124,0.8083985,0.80343926
0.7887187,0.797154,0.78046006
0.82085043,0.827862,0.81395656
0.8277687,0.8329874,0.82261485
0.82632536,0.8303418,0.82234746
0.8082938,0.8181112,0.79870933
0.81390435,0.8126025,0.8152102
0.8313589,0.8383554,0.82447827
0.82278174,0.8294109,0.8162577
0.81749296,0.82261854,0.8124308
0.83688706,0.84508634,0.82884544
0.8038569,0.806022,0.8017035
0.81045693,0.81830335,0.8027595
0.8111314,0.8296315,0.7934384
0.84257704,0.851541,0.8337997
0.81554085,0.8219626,0.8092187
0.7951555,0.80036694,0.7900115
0.8244867,0.83425933,0.8149404
0.7889588,0.7947347,0.7832662
0.8264248,0.8339891,0.8189963
0.8282349,0.83544844,0.8211448
0.79564244,0.8058814,0.7856604
0.8040661,0.81023335,0.79799205
0.76999664,0.78323466,0.7571986
0.82041854,0.8218683,0.8189738
0.8152243,0.81559116,0.81485766
0.82935125,0.8339152,0.8248369
0.81604743,0.82168293,0.8104887
0.82202834,0.8270163,0.81710017
0.82546157,0.8332968,0.8177724
0.82109255,0.82331693,0.8188802
0.8087643,0.8120647,0.8054905
0.82142925,0.82198,0.8208793
0.80239666,0.80839896,0.7964828
0.83172023,0.82947373,0.8339789
0.8061314,0.80762833,0.80464005
0.81702983,0.81846964,0.81559503
0.82086635,0.8189566,0.8227851
0.80861044,0.80697596,0.8102516
0.8003126,0.8071344,0.7936051
0.8027055,0.804665,0.80075544
0.8185697,0.8210668,0.81608784
0.82368517,0.82580703,0.8215741
0.8264762,0.8299705,0.8230113
0.82511324,0.8326742,0.81768835
0.82068557,0.82035166,0.82101965
0.80595833,0.8079312,0.803995
0.7996376,0.80557626,0.7937859
0.8134931,0.8280029,0.79948306
0.8345723,0.838905,0.83028424
0.8210607,0.8280055,0.8142315
0.8327325,0.83245206,0.8330132
0.81909615,0.82472384,0.8135447
0.82513565,0.8293376,0.82097614
0.8187374,0.8242276,0.8133199
0.8255598,0.8331641,0.818093
0.79837656,0.80162907,0.7951503
0.8144251,0.81901115,0.8098901
0.8082837,0.81416136,0.80249035
0.8119965,0.82821965,0.79639685
0.8060228,0.8081925,0.8038648
0.817658,0.8216369,0.81371754
0.82261986,0.83139396,0.8140291
0.85866755,0.8885697,0.83071244
0.8333889,0.8393231,0.82753813
0.8325128,0.8374406,0.8276426
0.8285847,0.83364743,0.823583
0.8285275,0.83300287,0.8241
0.82971096,0.8474452,0.81270367
0.79478234,0.79446256,0.79510236
0.79968554,0.8010096,0.7983659
0.81929904,0.8272494,0.8115001
0.82718366,0.8342289,0.8202565
0.82553935,0.8366368,0.81473243
0.80608714,0.8181796,0.7943469
0.8406616,0.85757565,0.82440186
0.84710306,0.87699187,0.8191843
0.8339849,0.84322876,0.8249415
0.84021735,0.8475956,0.83296645
0.81996465,0.8258344,0.8141777
0.8144273,0.81912047,0.80978763
0.8191263,0.81871897,0.819534
0.83231544,0.83594906,0.8287133
0.8237306,0.84787554,0.8009227
0.83019197,0.83726186,0.8232405
0.8225139,0.8272023,0.8178783
0.815187,0.8185391,0.8118622
0.82882726,0.83045137,0.8272095
0.8180053,0.8295648,0.80676347
0.81513655,0.8246196,0.8058691
0.8091473,0.81697524,0.80146796
0.8040547,0.80678535,0.8013425
0.82200724,0.8248489,0.8191852
0.83263296,0.83252233,0.8327435
0.8335505,0.8390388,0.8281336
0.8013587,0.8042161,0.7985214
0.8187439,0.8239578,0.81359553
0.81965756,0.8221732,0.81715727
0.7989864,0.80314636,0.7948692
0.81142133,0.8155478,0.80733645
0.79183733,0.7997635,0.7840668
0.8226494,0.8283132,0.81706274
0.81397045,0.8208121,0.807242
0.8219462,0.826596,0.8173484
0.8368307,0.8399037,0.83378
0.8278275,0.84295183,0.81323636
0.8248402,0.83207536,0.8177297
0.8103457,0.8115172,0.80917764
0.8174614,0.8279435,0.80724144
0.80564505,0.80425614,0.8070387
0.82799476,0.8384706,0.81777745
0.8167148,0.84984213,0.7860732
0.8238264,0.83068204,0.817083
0.8251919,0.8352494,0.8153738
0.8328115,0.8521,0.81437683
0.818855,0.82991487,0.80808604
0.8290654,0.83958304,0.81880796
0.8085326,0.81603754,0.8011644
0.81960666,0.82155263,0.81766987
0.82121,0.82134175,0.8210785
0.83012253,0.83225155,0.82800436
0.7880339,0.7914747,0.7846228
0.829153,0.84116703,0.8174773
0.8350507,0.8408753,0.8293062
0.8251419,0.8292334,0.82109064
0.8289048,0.849965,0.80886304
0.83957213,0.85439324,0.8252564
0.8335299,0.85038865,0.81732655
0.80880487,0.8170616,0.80071336
0.80806684,0.8043389,0.81182945
0.828339,0.8315309,0.8251714
0.8121212,0.8190958,0.8052644
0.8226015,0.82966274,0.8156595
0.8434555,0.84450036,0.84241325
0.80153847,0.8051107,0.7979979
0.809081,0.8135276,0.80468285
0.822156,0.82242364,0.82188857
0.83256763,0.84140986,0.8239093
0.82583153,0.83920634,0.8128765
0.837248,0.8446197,0.83000386
0.82639325,0.8289902,0.8238125
0.83082736,0.83274025,0.8289232
